video_id,group_id,Question,Answer Options,Correct Answer
OP01-R07-Pizza,"OP01-R07-Pizza-451150-452220_8651.png
OP01-R07-Pizza-452230-453630_8688.png
OP01-R07-Pizza-453795-454465_8719.png
OP01-R07-Pizza-454525-470215_8955.png
OP01-R07-Pizza-470410-471520_9198.png
OP01-R07-Pizza-477680-496700_9489.png
OP01-R07-Pizza-497940-502940_9836.png
OP01-R07-Pizza-505610-525670_10199.png
OP01-R07-Pizza-526740-532070_10567.png",What did the viewer look at immediately after stirring the mushrooms in the pan?,"A: The phone on the counter.
B: The sausage container on the countertop.
C: The stove controls.
D: The lid of the pot on the stove.
E: The knife on the cutting board.",A
OP01-R07-Pizza,"OP01-R07-Pizza-200085-209791_3744.png
OP01-R07-Pizza-216058-223293_3989.png
OP01-R07-Pizza-225969-231439_4173.png
OP01-R07-Pizza-235050-236070_4268.png
OP01-R07-Pizza-237965-240035_4313.png
OP01-R07-Pizza-240185-243005_4386.png
OP01-R07-Pizza-255250-256140_4441.png
OP01-R07-Pizza-256160-261110_4527.png
OP01-R07-Pizza-261330-262390_4616.png",What did the viewer look at immediately after cutting the bell pepper and before taking the bell pepper container?,"A: The knife on the plate.
B: The bottle of oil in the background.
C: The chopped bell peppers on the plate.
D: The empty space on the counter.
E: The mushroom container.",C
OP02-R01-PastaSalad,"OP02-R01-PastaSalad-80101-81293_904.png
OP02-R01-PastaSalad-83005-88351_1001.png
OP02-R01-PastaSalad-92716-109319_1319.png
OP02-R01-PastaSalad-114611-119688_1633.png
OP02-R01-PastaSalad-120572-121610_1722.png
OP02-R01-PastaSalad-122437-139846_1990.png
OP02-R01-PastaSalad-141035-155935_2458.png
OP02-R01-PastaSalad-156485-177285_2974.png
OP02-R01-PastaSalad-177882-179113_3293.png",What did the viewer look at immediately after cutting the tomato?,"A: The bottle of lemon juice.
B: The cucumber on the plate.
C: The knife in their hand.
D: The empty plate next to the ingredients.
E: The jar of spices.",B
OP02-R01-PastaSalad,"OP02-R01-PastaSalad-80101-81293_904.png
OP02-R01-PastaSalad-83005-88351_1001.png
OP02-R01-PastaSalad-92716-109319_1319.png
OP02-R01-PastaSalad-114611-119688_1633.png
OP02-R01-PastaSalad-120572-121610_1722.png
OP02-R01-PastaSalad-122437-139846_1990.png
OP02-R01-PastaSalad-141035-155935_2458.png
OP02-R01-PastaSalad-156485-177285_2974.png
OP02-R01-PastaSalad-177882-179113_3293.png",What did the viewer look at immediately after cutting the tomato?,"A: The bottle of lemon juice.
B: The cucumber on the plate.
C: The knife in their hand.
D: The empty plate next to the ingredients.
E: The container of salt.",B
OP02-R02-TurkeySandwich,"OP02-R02-TurkeySandwich-204490-205450_1990.png
OP02-R02-TurkeySandwich-205470-218610_2194.png
OP02-R02-TurkeySandwich-219390-220190_2396.png
OP02-R02-TurkeySandwich-220200-220740_2417.png
OP02-R02-TurkeySandwich-220750-222180_2447.png
OP02-R02-TurkeySandwich-222195-223965_2494.png
OP02-R02-TurkeySandwich-223970-225330_2541.png
OP02-R02-TurkeySandwich-227090-230310_2607.png
OP02-R02-TurkeySandwich-230670-235210_2720.png",What did the viewer look at immediately after cutting the tomato in the second keyframe?,"A: The salt container
B: The knife on the counter
C: The plate with the cut tomato
D: The refrigerator
E: The lettuce container",C
OP02-R02-TurkeySandwich,"OP02-R02-TurkeySandwich-204490-205450_1990.png
OP02-R02-TurkeySandwich-205470-218610_2194.png
OP02-R02-TurkeySandwich-219390-220190_2396.png
OP02-R02-TurkeySandwich-220200-220740_2417.png
OP02-R02-TurkeySandwich-220750-222180_2447.png
OP02-R02-TurkeySandwich-222195-223965_2494.png
OP02-R02-TurkeySandwich-223970-225330_2541.png
OP02-R02-TurkeySandwich-227090-230310_2607.png
OP02-R02-TurkeySandwich-230670-235210_2720.png",What did the viewer look at immediately after cutting the tomato?,"A: The salt container
B: The knife on the counter
C: The plate with the cut tomato
D: The refrigerator
E: The lettuce container",C
OP02-R03-BaconAndEggs,"OP02-R03-BaconAndEggs-742696-748200_11826.png
OP02-R03-BaconAndEggs-748968-756609_12016.png
OP02-R03-BaconAndEggs-756609-764618_12243.png
OP02-R03-BaconAndEggs-764618-765870_12378.png
OP02-R03-BaconAndEggs-765910-767130_12416.png
OP02-R03-BaconAndEggs-767750-770290_12472.png
OP02-R03-BaconAndEggs-770395-771265_12522.png
OP02-R03-BaconAndEggs-772265-776085_12592.png
OP02-R03-BaconAndEggs-776150-776980_12661.png",What did the viewer look at immediately after spreading the condiment on the bread?,"A: The cream cheese container lid
B: The eggs on the counter
C: The knife used for spreading
D: The plate with the spread condiment
E: The sandwich being compressed",C
OP02-R03-BaconAndEggs,"OP02-R03-BaconAndEggs-87310-88260_626.png
OP02-R03-BaconAndEggs-88320-93700_719.png
OP02-R03-BaconAndEggs-97970-99930_826.png
OP02-R03-BaconAndEggs-100455-102615_887.png
OP02-R03-BaconAndEggs-102780-107040_981.png
OP02-R03-BaconAndEggs-108225-111655_1093.png
OP02-R03-BaconAndEggs-111715-112545_1156.png
OP02-R03-BaconAndEggs-114030-117970_1226.png
OP02-R03-BaconAndEggs-118590-119590_1299.png",What did the viewer look at immediately after cracking the egg?,"A: The milk container in the fridge
B: The bowl on the counter
C: The eggs in the carton
D: The plates and utensils on the table
E: The sink",B
OP02-R04-ContinentalBreakfast,"OP02-R04-ContinentalBreakfast-317380-325580_6417.png
OP02-R04-ContinentalBreakfast-328630-330960_6569.png
OP02-R04-ContinentalBreakfast-334165-336025_6630.png
OP02-R04-ContinentalBreakfast-336045-339425_6707.png
OP02-R04-ContinentalBreakfast-340815-342455_6781.png
OP02-R04-ContinentalBreakfast-343955-345445_6828.png
OP02-R04-ContinentalBreakfast-346280-347070_6862.png
OP02-R04-ContinentalBreakfast-347105-351905_6944.png
OP02-R04-ContinentalBreakfast-351950-353300_7034.png",What did the viewer look at immediately after pouring cereal into the bowl?,"A: The milk container in the fridge.
B: The bread on the plate.
C: The cereal box inside the cabinet.
D: The empty grocery bag.
E: The knife on the counter.",C
OP02-R04-ContinentalBreakfast,"OP02-R04-ContinentalBreakfast-219655-220505_4316.png
OP02-R04-ContinentalBreakfast-220520-223570_4374.png
OP02-R04-ContinentalBreakfast-223575-226835_4467.png
OP02-R04-ContinentalBreakfast-228955-252545_4856.png
OP02-R04-ContinentalBreakfast-253180-255440_5230.png
OP02-R04-ContinentalBreakfast-255460-256750_5282.png
OP02-R04-ContinentalBreakfast-256795-261385_5368.png
OP02-R04-ContinentalBreakfast-261390-262930_5457.png
OP02-R04-ContinentalBreakfast-279460-284870_5558.png",What did the viewer look at immediately after taking a slice of bread from the container?,"A: The recipe card on the counter.
B: The plate where the bread was placed.
C: The mixture in the bowl.
D: The eating utensil for spreading.
E: The sandwich that was already prepared.",B
OP02-R05-Cheeseburger,"OP02-R05-Cheeseburger-30070-32070_30.png
OP02-R05-Cheeseburger-38770-40310_82.png
OP02-R05-Cheeseburger-41005-43335_139.png
OP02-R05-Cheeseburger-44530-45630_189.png
OP02-R05-Cheeseburger-51770-52970_224.png
OP02-R05-Cheeseburger-59565-61015_264.png
OP02-R05-Cheeseburger-60750-62260_308.png
OP02-R05-Cheeseburger-62875-64025_346.png
OP02-R05-Cheeseburger-72140-76890_432.png",What did the viewer look at immediately after taking the patty container from the fridge drawer?,"A: The stove controls
B: The plate on the counter
C: The inside of the fridge drawer
D: The patty container in their hand
E: The cutting board",D
OP02-R05-Cheeseburger,"OP02-R05-Cheeseburger-299474-300474_4845.png
OP02-R05-Cheeseburger-300628-322127_5170.png
OP02-R05-Cheeseburger-322338-323492_5496.png
OP02-R05-Cheeseburger-324799-328376_5565.png
OP02-R05-Cheeseburger-337424-339194_5643.png
OP02-R05-Cheeseburger-343087-344395_5688.png
OP02-R05-Cheeseburger-344779-345818_5723.png
OP02-R05-Cheeseburger-346548-348395_5766.png
OP02-R05-Cheeseburger-351624-352816_5811.png",What did the viewer look at immediately after compressing the patty with the cooking utensil?,"A: The plate on the counter.
B: The tomato slices.
C: The lettuce leaves.
D: The sandwich ingredients.
E: The stove controls.",A
OP02-R06-GreekSalad,"OP02-R06-GreekSalad-65776-68721_611.png
OP02-R06-GreekSalad-69193-70026_668.png
OP02-R06-GreekSalad-75053-75887_694.png
OP02-R06-GreekSalad-76692-78026_727.png
OP02-R06-GreekSalad-78526-79637_763.png
OP02-R06-GreekSalad-79803-81470_805.png
OP02-R06-GreekSalad-84914-85747_843.png
OP02-R06-GreekSalad-85775-99997_1061.png
OP02-R06-GreekSalad-101101-101657_1275.png",What did the viewer look at immediately after dividing and pulling apart the lettuce?,"A: The sink where they washed the lettuce.
B: The plate to put the divided lettuce on.
C: The bag of Romaine lettuce.
D: The countertop for additional ingredients.
E: The faucet to turn on the water.",A
OP02-R06-GreekSalad,"OP02-R06-GreekSalad-247771-248993_4459.png
OP02-R06-GreekSalad-249715-253215_4529.png
OP02-R06-GreekSalad-256937-257771_4593.png
OP02-R06-GreekSalad-258521-284624_4982.png
OP02-R06-GreekSalad-288350-289017_5368.png
OP02-R06-GreekSalad-288794-293850_5451.png
OP02-R06-GreekSalad-293933-298433_5591.png
OP02-R06-GreekSalad-298405-300239_5684.png
OP02-R06-GreekSalad-304544-317932_5904.png",What did the viewer look at immediately after taking the onion from the fridge?,"A: The eating utensil on the table.
B: The faucet in the sink.
C: Another onion inside the fridge.
D: The cutting board on the counter.
E: The knife on the table.",C
OP02-R07-Pizza,"OP02-R07-Pizza-381772-383285_6868.png
OP02-R07-Pizza-383861-392872_7020.png
OP02-R07-Pizza-397170-402383_7225.png
OP02-R07-Pizza-402443-403869_7322.png
OP02-R07-Pizza-404334-409167_7413.png
OP02-R07-Pizza-410568-411431_7496.png
OP02-R07-Pizza-411504-431371_7796.png
OP02-R07-Pizza-432830-434416_8106.png
OP02-R07-Pizza-434890-438764_8186.png",What did the viewer look at immediately after cutting the bell pepper and before moving towards the mushrooms?,"A: The knife on the counter.
B: The plate with the cut vegetables.
C: The stove where the pan is placed.
D: The bottle of water in the background.
E: The empty plates on the table.",B
OP02-R07-Pizza,"OP02-R07-Pizza-203236-205758_3718.png
OP02-R07-Pizza-206713-208085_3776.png
OP02-R07-Pizza-207947-209644_3822.png
OP02-R07-Pizza-210100-211571_3869.png
OP02-R07-Pizza-211809-213187_3911.png
OP02-R07-Pizza-218883-231779_4118.png
OP02-R07-Pizza-225724-227041_4324.png
OP02-R07-Pizza-234620-235646_4359.png
OP02-R07-Pizza-235280-249372_4579.png",What did the viewer look at immediately after turning on the faucet?,"A: The mushroom container
B: The sink drain
C: The oil container
D: The microwave
E: The pan on the stove",B
OP03-R02-TurkeySandwich,"OP03-R02-TurkeySandwich-315150-315710_5309.png
OP03-R02-TurkeySandwich-317570-318510_5332.png
OP03-R02-TurkeySandwich-318650-325240_5443.png
OP03-R02-TurkeySandwich-325390-326270_5552.png
OP03-R02-TurkeySandwich-327500-328460_5580.png
OP03-R02-TurkeySandwich-329310-330400_5611.png
OP03-R02-TurkeySandwich-330560-333540_5670.png
OP03-R02-TurkeySandwich-334370-335120_5726.png
OP03-R02-TurkeySandwich-335310-336580_5757.png",What did the viewer look at immediately after squeezing condiment onto the bread?,"A: The cheese on the counter.
B: The plastic film wrapper.
C: The closed condiment container.
D: The sliced bread in the plate.
E: The kitchen sink.",C
OP03-R02-TurkeySandwich,"OP03-R02-TurkeySandwich-257460-268580_4159.png
OP03-R02-TurkeySandwich-269560-273570_4377.png
OP03-R02-TurkeySandwich-274550-275740_4453.png
OP03-R02-TurkeySandwich-275810-276670_4484.png
OP03-R02-TurkeySandwich-276760-278630_4525.png
OP03-R02-TurkeySandwich-280160-281100_4567.png
OP03-R02-TurkeySandwich-281980-282700_4592.png
OP03-R02-TurkeySandwich-286630-287490_4616.png
OP03-R02-TurkeySandwich-287840-293020_4704.png",What did the viewer look at immediately after placing the tomato slices on the bread?,"A: The lettuce on the plate.
B: The condiment container.
C: Another slice of tomato.
D: The knife on the counter.
E: The bread they just placed the tomatoes on.",B
OP03-R03-BaconAndEggs,"OP03-R03-BaconAndEggs-643934-656014_8633.png
OP03-R03-BaconAndEggs-656121-659088_8852.png
OP03-R03-BaconAndEggs-662641-666364_8950.png
OP03-R03-BaconAndEggs-667130-671318_9066.png
OP03-R03-BaconAndEggs-672552-674188_9151.png
OP03-R03-BaconAndEggs-675398-679474_9236.png
OP03-R03-BaconAndEggs-681041-682147_9312.png
OP03-R03-BaconAndEggs-682822-684856_9359.png
OP03-R03-BaconAndEggs-685144-686503_9410.png",What did the viewer look at immediately after transferring the bacon from the pan to the plate?,"A: The recipe on the box
B: The sink
C: The bread container in the fridge
D: The condiment container in the drawer
E: The microwave",A
OP03-R03-BaconAndEggs,"OP03-R03-BaconAndEggs-731099-732350_10470.png
OP03-R03-BaconAndEggs-731563-732241_10499.png
OP03-R03-BaconAndEggs-754665-757650_10553.png
OP03-R03-BaconAndEggs-757818-758787_10611.png
OP03-R03-BaconAndEggs-762307-763681_10646.png
OP03-R03-BaconAndEggs-767133-767948_10679.png
OP03-R03-BaconAndEggs-769195-770124_10706.png
OP03-R03-BaconAndEggs-770361-772908_10757.png
OP03-R03-BaconAndEggs-773006-775514_10832.png",What did the viewer look at immediately after placing the bread on the plate?,"A: The fork and knife on the counter.
B: The condiment container.
C: The empty plates stacked nearby.
D: The bacon and eggs on the same plate.
E: The bread container.",D
OP03-R04-ContinentalBreakfast,"OP03-R04-ContinentalBreakfast-222216-222749_4195.png
OP03-R04-ContinentalBreakfast-224277-225826_4225.png
OP03-R04-ContinentalBreakfast-226186-227409_4266.png
OP03-R04-ContinentalBreakfast-229302-230013_4295.png
OP03-R04-ContinentalBreakfast-229930-230920_4321.png
OP03-R04-ContinentalBreakfast-236739-237429_4346.png
OP03-R04-ContinentalBreakfast-237779-243880_4445.png
OP03-R04-ContinentalBreakfast-243844-258644_4747.png
OP03-R04-ContinentalBreakfast-258630-259668_4976.png",What did the viewer look at immediately after taking the bread from the container?,"A: The plate on the counter.
B: The eating utensil on the plate.
C: The cup near the wall.
D: The condiment bottle in the background.
E: The microwave.",A
OP03-R04-ContinentalBreakfast,"OP03-R04-ContinentalBreakfast-259404-260404_5007.png
OP03-R04-ContinentalBreakfast-260449-261518_5038.png
OP03-R04-ContinentalBreakfast-263468-265668_5086.png
OP03-R04-ContinentalBreakfast-269178-274113_5191.png
OP03-R04-ContinentalBreakfast-275680-276805_5279.png
OP03-R04-ContinentalBreakfast-278578-279872_5315.png
OP03-R04-ContinentalBreakfast-279530-283847_5398.png
OP03-R04-ContinentalBreakfast-283093-284050_5475.png
OP03-R04-ContinentalBreakfast-286627-287432_5502.png",What did the viewer look at immediately after placing the cup on the counter?,"A: The recipe on the box
B: The sink faucet
C: The plate with toast
D: The kettle
E: The microwave",A
OP03-R05-Cheeseburger,"OP03-R05-Cheeseburger-100465-103615_941.png
OP03-R05-Cheeseburger-103675-105165_1008.png
OP03-R05-Cheeseburger-106295-107745_1051.png
OP03-R05-Cheeseburger-107745-108795_1088.png
OP03-R05-Cheeseburger-108835-109955_1120.png
OP03-R05-Cheeseburger-110300-112920_1174.png
OP03-R05-Cheeseburger-112945-115645_1252.png
OP03-R05-Cheeseburger-115910-117490_1316.png
OP03-R05-Cheeseburger-118675-119565_1353.png",What did the viewer look at immediately after taking the patty from the container?,"A: The fridge drawer
B: The pan on the stove
C: The buns on the plate
D: The beef patties box
E: The countertop",C
OP03-R05-Cheeseburger,"OP03-R05-Cheeseburger-293525-315065_2962.png
OP03-R05-Cheeseburger-315840-317920_3304.png
OP03-R05-Cheeseburger-320830-322510_3360.png
OP03-R05-Cheeseburger-322565-323645_3402.png
OP03-R05-Cheeseburger-323660-324860_3436.png
OP03-R05-Cheeseburger-343315-350375_3557.png
OP03-R05-Cheeseburger-350610-352400_3686.png
OP03-R05-Cheeseburger-377140-401130_4059.png
OP03-R05-Cheeseburger-401830-407380_4486.png",What did the viewer look at immediately after adjusting the stove settings?,"A: The other pan on the stove.
B: The patty in the frying pan.
C: The countertop next to the stove.
D: The digital clock on the stove.
E: The lid of the pot.",B
OP03-R06-GreekSalad,"OP03-R06-GreekSalad-721140-721930_14423.png
OP03-R06-GreekSalad-723210-725530_14469.png
OP03-R06-GreekSalad-726910-739060_14679.png
OP03-R06-GreekSalad-740090-740690_14864.png
OP03-R06-GreekSalad-740760-745750_14945.png
OP03-R06-GreekSalad-747470-748310_15031.png
OP03-R06-GreekSalad-748840-754760_15130.png
OP03-R06-GreekSalad-758700-772610_15417.png
OP03-R06-GreekSalad-772860-773510_15628.png",What did the viewer look at immediately after transferring cheese from the container to the plate?,"A: The knife on the plate.
B: The bowl of chopped vegetables.
C: The lid of the cheese container.
D: The paper towel on the counter.
E: The bottle of cooking oil.",C
OP03-R06-GreekSalad,"OP03-R06-GreekSalad-550800-551430_10908.png
OP03-R06-GreekSalad-554360-554940_10927.png
OP03-R06-GreekSalad-555320-555880_10945.png
OP03-R06-GreekSalad-558050-567560_11092.png
OP03-R06-GreekSalad-568940-570780_11257.png
OP03-R06-GreekSalad-570900-571810_11298.png
OP03-R06-GreekSalad-571830-573630_11339.png
OP03-R06-GreekSalad-573800-577330_11417.png
OP03-R06-GreekSalad-578090-578620_11476.png",What did the viewer look at immediately after transferring lettuce from the plate to the bowl?,"A: The tomato slices on the plate.
B: The bottle of vinegar in the background.
C: The salt container on the counter.
D: The knife used for cutting vegetables.
E: The recipe card near the countertop.",A
OP04-R01-PastaSalad,"OP04-R01-PastaSalad-67895-68755_441.png
OP04-R01-PastaSalad-68860-69640_467.png
OP04-R01-PastaSalad-72625-74485_507.png
OP04-R01-PastaSalad-75020-75800_546.png
OP04-R01-PastaSalad-76395-77865_580.png
OP04-R01-PastaSalad-78855-79805_616.png
OP04-R01-PastaSalad-79815-80935_647.png
OP04-R01-PastaSalad-80930-82110_682.png
OP04-R01-PastaSalad-82565-86625_758.png",What did the viewer look at immediately after taking the grocery bag from the fridge?,"A: The tomato container
B: The recipe on the counter
C: The eating utensil
D: The carton of milk
E: The Crisco bottle",A
OP04-R01-PastaSalad,"OP04-R01-PastaSalad-243970-270170_4305.png
OP04-R01-PastaSalad-272170-288870_4925.png
OP04-R01-PastaSalad-290950-291640_5176.png
OP04-R01-PastaSalad-293840-300580_5284.png
OP04-R01-PastaSalad-304060-306640_5420.png
OP04-R01-PastaSalad-306925-307795_5471.png
OP04-R01-PastaSalad-312980-313710_5497.png
OP04-R01-PastaSalad-315130-317000_5536.png
OP04-R01-PastaSalad-317940-318950_5578.png",What did the viewer look at immediately after cutting the bell pepper and before taking the pasta container?,"A: The knife on the plate.
B: The sliced bell peppers on the plate.
C: The tomato and onion in the background.
D: The pot on the stove.
E: The empty bowl on the counter.",B
OP04-R02-TurkeySandwich,"OP04-R02-TurkeySandwich-226140-227130_3882.png
OP04-R02-TurkeySandwich-227180-229010_3924.png
OP04-R02-TurkeySandwich-229350-230310_3965.png
OP04-R02-TurkeySandwich-231880-233230_4000.png
OP04-R02-TurkeySandwich-233240-234250_4035.png
OP04-R02-TurkeySandwich-234290-235520_4069.png
OP04-R02-TurkeySandwich-236880-239160_4121.png
OP04-R02-TurkeySandwich-241290-247710_4247.png
OP04-R02-TurkeySandwich-247840-249430_4365.png",What did the viewer look at immediately after taking the sandwich from the plate?,"A: The condiment container in the fridge.
B: The bread on the counter.
C: The knife and fork on the plate.
D: The paper towel on the left side of the frame.
E: The salt shaker near the flour container.",D
OP04-R02-TurkeySandwich,"OP04-R02-TurkeySandwich-226140-227130_3882.png
OP04-R02-TurkeySandwich-227180-229010_3924.png
OP04-R02-TurkeySandwich-229350-230310_3965.png
OP04-R02-TurkeySandwich-231880-233230_4000.png
OP04-R02-TurkeySandwich-233240-234250_4035.png
OP04-R02-TurkeySandwich-234290-235520_4069.png
OP04-R02-TurkeySandwich-236880-239160_4121.png
OP04-R02-TurkeySandwich-241290-247710_4247.png
OP04-R02-TurkeySandwich-247840-249430_4365.png",What did the viewer look at immediately after taking the sandwich from the plate?,"A: The condiment container in the fridge.
B: The bread on the counter.
C: The knife and fork on the plate.
D: The paper that was put down earlier.
E: The refrigerator door.",C
OP04-R03-BaconAndEggs,"OP04-R03-BaconAndEggs-466249-467769_8129.png
OP04-R03-BaconAndEggs-471560-473220_8177.png
OP04-R03-BaconAndEggs-473725-474815_8218.png
OP04-R03-BaconAndEggs-474855-475598_8246.png
OP04-R03-BaconAndEggs-475651-477591_8286.png
OP04-R03-BaconAndEggs-480090-484396_8377.png
OP04-R03-BaconAndEggs-484558-485298_8452.png
OP04-R03-BaconAndEggs-488643-489933_8483.png
OP04-R03-BaconAndEggs-494140-496206_8533.png",What did the viewer look at immediately after opening the juice container?,"A: The fridge
B: The cup on the counter
C: The juice container lid
D: The kitchen sink
E: The refrigerator",C
